campaign    region  slot_type   slot_template
wh3_main_chaos  wh3_main_chaos_region_krudenwald	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_bridge_of_heaven	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_the_forest_of_decay	primary	wh3_main_special_the_forest_of_decay_primary
wh3_main_combi	wh3_main_combi_region_karag_dron	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_the_forbidden_citadel	secondary	wh3_dlc20_special_the_forbidden_citadel_secondary_iron
wh3_main_chaos	wh3_main_chaos_region_temple_of_elemental_winds	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_dlc20_chaos_region_losteriksons_landing	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_nuln	primary	wh_main_special_nuln_primary
wh3_main_chaos	wh3_main_chaos_region_the_challenge_stone	secondary	wh3_main_special_the_challenge_stone_secondary
wh3_main_combi	wh3_main_combi_region_dok_karaz	secondary	wh3_dlc27_special_secondary_dok_karaz
wh3_main_chaos	wh3_main_chaos_region_the_palace_of_ruin	primary	wh3_main_special_the_palace_of_ruin_major_primary
wh3_main_combi	wh3_main_combi_region_tor_elyr	secondary	wh2_main_special_tor_elyr_secondary
wh3_main_combi	wh3_main_combi_region_crag_halls_of_findol	primary	wh_main_special_crag_halls_primary
wh3_main_combi	wh3_main_combi_region_tower_of_the_sun	port	wh_main_port
wh3_main_combi	wh3_dlc23_combi_region_fort_dorznye_vort	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_dai_cheng	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_terracotta_graveyard	primary	wh_main_human_minor_primary
wh3_main_prologue	wh3_prologue_region_plains_of_brass_the_tah_camp	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_tor_sethai	secondary	wh2_main_human_minor_secondary_animals
wh3_main_combi	wh3_main_combi_region_clar_karond	primary	wh2_main_special_clar_karond_primary
wh3_main_combi	wh3_main_combi_region_port_reaver	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_dlc20_combi_region_glacier_encampment	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_tower_of_ashshair	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_golden_ziggurat	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_crooked_fang_fort	secondary	wh_main_human_major_secondary
wh3_main_chaos	wh3_main_chaos_region_the_folly_of_malofex	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_zandri	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_quittax	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_isle_of_the_crimson_skull	primary	wh3_dlc27_human_major_primary_port
wh3_main_combi	wh3_main_combi_region_avethir	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_lost_plateau	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_blackstone_post	secondary	wh2_main_special_castle_drachenfels_secondary
wh3_main_combi	wh3_main_combi_region_grimhold	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_dushyka	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_serpent_jetty	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_the_palace_of_ruin	secondary	wh3_dlc20_special_the_palace_of_ruin_secondary_spices
wh3_main_chaos	wh3_main_chaos_region_kraz_und	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_uzkulany	secondary	wh_main_human_minor_secondary_pastures
wh3_main_combi	wh3_main_combi_region_bridge_of_heaven	secondary	wh_main_human_minor_secondary_furs
wh3_main_combi	wh3_main_combi_region_novchozy	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_oakenhammer	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_the_sky_monolith	secondary	wh3_main_special_the_sky_monolith_secondary
wh3_main_combi	wh3_main_combi_region_talabheim	primary	wh_main_special_talabheim_primary
wh3_main_chaos	wh3_main_chaos_region_tower_of_ashshair	secondary	wh3_dlc24_special_tower_of_ashshair_secondary
wh3_main_chaos	wh3_main_chaos_region_graeling_moot	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_slavers_point	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_wissenburg	secondary	wh_main_human_minor_secondary_marble
wh3_main_chaos	wh3_main_chaos_region_erengrad	primary	wh3_main_erengrad_city_primary
wh3_main_chaos	wh3_dlc20_chaos_region_fort_sollace	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_fort_dorznye_vort	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_mount_grey_hag	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_riffraffa	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_quatar	secondary	wh2_dlc09_special_quatar_secondary
wh3_main_combi	wh3_main_combi_region_mount_silverspear	secondary	wh_main_human_minor_secondary_marble
wh3_main_chaos	wh3_main_chaos_region_dragons_crossroad	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_fortress_of_dawn	primary	wh2_main_special_elven_colony_major_primary
wh3_main_combi	wh3_main_combi_region_port_elistor	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_the_high_place	primary	wh3_cp1_human_minor_primary_high_place
wh3_main_combi	wh3_main_combi_region_temple_of_kara	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_shattered_stone_isle	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_zhizhu	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_montenas	secondary	wh3_dlc27_special_secondary_montenas
wh3_main_combi	wh3_main_combi_region_village_of_the_moon	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_massif_orcal	primary	wh3_main_special_massif_orcal_primary
wh3_main_combi	wh3_main_combi_region_nan_gau	secondary	wh3_main_special_nan_gau_secondary_pottery
wh3_main_combi	wh3_main_combi_region_tower_of_gorgoth	secondary	wh3_main_special_tower_of_gorgoth_secondary
wh3_main_combi	wh3_main_combi_region_sulpharets	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_karak_dum	secondary	wh3_dlc20_special_karak_dum_secondary
wh3_main_combi	wh3_main_combi_region_shrine_of_loec	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_silver_pinnacle	primary	wh3_cp1_human_major_primary_silver_pinnacle
wh3_main_combi	wh3_main_combi_region_kings_glade	secondary	wh_main_special_yn_edryl_korian_secondary
wh3_main_chaos	wh3_main_chaos_region_gnashraks_lair	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_black_pyramid_of_nagash	primary	wh2_main_special_pyramid_of_nagash_primary
wh3_main_combi	wh3_main_combi_region_the_gallows_tree	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_seep_gore	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_grenzstadt	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_doom_glade	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_sabre_mountain	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_black_creek_spire	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_tor_koruali	secondary	wh2_main_special_tor_koruali_secondary
wh3_main_combi	wh3_main_combi_region_parravon	primary	wh2_main_special_parravon_primary
wh3_main_combi	wh3_main_combi_region_weng_chang	secondary	wh3_main_special_weng_chang_secondary_iron
wh3_main_combi	wh3_main_combi_region_khazid_bordkarag	secondary	wh3_main_special_khazid_bordkarag_secondary
wh3_main_prologue	wh3_prologue_region_the_void_steppes_the_monolith_of_the_void	primary	wh3_main_prologue_dervingard_primary
wh3_main_combi	wh3_main_combi_region_white_tower_of_hoeth	secondary	wh2_main_special_tower_of_hoeth_secondary
wh3_main_combi	wh3_main_combi_region_griffon_gate	primary	wh2_main_special_fortress_gate_griffon_primary
wh3_main_chaos	wh3_main_chaos_region_the_forest_of_decay	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_ice_caverns_of_ymirdrak	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_phoenix_gate	primary	wh2_main_special_fortress_gate_phoenix_primary
wh3_main_combi	wh3_main_combi_region_bitter_bay	secondary	wh3_dlc23_special_bitter_bay_secondary
wh3_main_combi	wh3_main_combi_region_tower_of_lysean	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_sarl_encampment	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_weismund	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_copher	secondary	wh2_main_human_minor_secondary_spices
wh3_main_combi	wh3_main_combi_region_mousillon	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_tyrant_peak	secondary	wh_main_human_major_secondary
wh3_main_chaos	wh3_main_chaos_region_fort_jakova	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_volksgrad	secondary	wh3_main_special_volksgrad_secondary
wh3_main_combi	wh3_main_combi_region_al_haikk	secondary	wh_main_human_major_secondary_salt
wh3_main_combi	wh3_main_combi_region_okkams_forever_maze	secondary	wh3_dlc20_special_okkams_forever_maze_secondary
wh3_main_combi	wh3_main_combi_region_plain_of_tuskers	secondary	wh_main_human_minor_secondary_furs
wh3_main_combi	wh3_main_combi_region_fortress_of_eyes	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_mount_gunbad	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_tor_finu	secondary	wh_main_human_minor_secondary_iron
wh3_main_combi	wh3_main_combi_region_nagenhof	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_mine_of_the_bearded_skulls	secondary	wh2_dlc17_mine_of_bearded_skulls_major_secondary
wh3_main_chaos	wh3_main_chaos_region_the_burning_monolith	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_pahuax	primary	wh3_dlc26_special_pahuax_primary
wh3_main_prologue	wh3_prologue_region_ice_canyon_beacon_fort	secondary	wh3_main_prologue_minor_secondary
wh3_main_combi	wh3_main_combi_region_kaiax	primary	wh3_dlc27_human_major_primary_port
wh3_main_combi	wh3_main_combi_region_tobaro	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_black_rock	secondary	wh3_dlc20_special_black_rock_secondary_obsidian
wh3_main_combi	wh3_main_combi_region_valley_of_horns	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_titans_notch	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_white_tower_of_hoeth	primary	wh2_main_special_tower_of_hoeth_primary
wh3_main_combi	wh3_main_combi_region_languille	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_tlax	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_altar_of_facades	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_sorcerers_islands	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_serpent_coast	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_erengrad	port	wh_main_special_erengrad_port
wh3_main_combi	wh3_main_combi_region_ziggurat_of_dawn	primary	wh2_main_special_ziggurat_of_dawn_primary
wh3_main_combi	wh3_main_combi_region_gorger_rock	secondary	wh3_cp1_human_minor_secondary_gorger_rock
wh3_main_combi	wh3_main_combi_region_the_silvered_tower_of_sorcerers	primary	wh3_dlc20_special_the_silvered_tower_of_sorcerers_major_primary
wh3_main_combi	wh3_main_combi_region_floating_mountain	secondary	wh_main_human_minor_secondary_marble
wh3_main_combi	wh3_main_combi_region_gronti_mingol	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_aquitaine	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_elessaeli	secondary	wh_main_human_major_secondary_dyes
wh3_main_combi	wh3_main_combi_region_black_iron_mine	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_karak_norn	secondary	wh_main_special_karak_norn_secondary
wh3_main_combi	wh3_main_combi_region_the_black_pillar	secondary	wh_main_human_minor_secondary_dyes
wh3_main_combi	wh3_main_combi_region_bilious_cliffs	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_lashiek	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_shi_wu	secondary	wh3_cp1_special_shi_wu_secondary_obsidian
wh3_main_combi	wh3_main_combi_region_the_daemons_stump	primary	wh3_dlc23_special_daemons_stump_primary
wh3_main_chaos	wh3_main_chaos_region_amblepeak	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_dietershafen	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_black_fortress	primary	wh3_dlc23_special_black_fortress_primary
wh3_main_combi	wh3_main_combi_region_shiyamas_rest	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_hidden_landing	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_the_volary	secondary	wh3_main_special_the_volary_secondary
wh3_main_combi	wh3_main_combi_region_fyrus	secondary	wh2_dlc14_special_fyrus_secondary
wh3_main_combi	wh3_main_combi_region_zhufbar	secondary	wh_main_special_zhufbar_secondary
wh3_main_combi	wh3_main_combi_region_karak_izor	secondary	wh2_main_special_karak_izor_secondary
wh3_main_chaos	wh3_main_chaos_region_black_gulch	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_titans_notch	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_plesk	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_gristle_valley	secondary	wh3_main_special_gristle_valley_secondary_ivory
wh3_main_chaos	wh3_main_chaos_region_the_tower_of_flies	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_castle_of_splendour	primary	wh3_main_special_castle_of_splendour_primary
wh3_main_combi	wh3_main_combi_region_unicorn_gate	secondary	wh2_main_special_fortress_gate_secondary
wh3_main_combi	wh3_main_combi_region_brionne	secondary	wh_main_human_minor_secondary_salt
wh3_main_chaos	wh3_main_chaos_region_black_rock	primary	wh3_dlc20_special_black_rock_major_primary
wh3_main_combi	wh3_main_combi_region_desolation_of_drakenmoor	secondary	wh3_dlc27_special_secondary_desolation_of_drakenmoor
wh3_main_combi	wh3_main_combi_region_the_never_ending_chasm	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_mount_gunbad	secondary	wh_main_special_mount_gunbad_secondary
wh3_main_combi	wh3_main_combi_region_sump_pit	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_the_oak_of_ages	primary	wh_dlc05_elf_major_primary_oak_of_ages
wh3_main_chaos	wh3_main_chaos_region_doomkeep	secondary	wh3_dlc20_special_doomkeep_secondary_marble
wh3_main_combi	wh3_main_combi_region_blizzardpeak	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_karak_eight_peaks	primary	wh_main_special_eight_peaks_primary
wh3_main_combi	wh3_main_combi_region_misty_mountain	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_desolation_ridge	primary	wh3_dlc27_desolation_ridge_primary
wh3_main_chaos	wh3_main_chaos_region_pack_ice_bay	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_dotternbach	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_hag_hall	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_snake_gate	secondary	wh3_main_cth_bastion_secondary
wh3_main_combi	wh3_main_combi_region_soteks_trail	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_brionne	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_dhazhyn	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_myrmidens	port	wh3_cp1_port_myrmidens
wh3_main_combi	wh3_main_combi_region_castle_von_rauken	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_ancient_city_of_quintex	secondary	wh2_main_special_quintex_secondary
wh3_main_combi	wh3_main_combi_region_temple_of_addaioth	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_tower_of_grief	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_kunlan	primary	wh_main_human_major_primary
wh3_main_combi	wh3_dlc20_combi_region_dragons_death	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_fire_mouth	primary	wh3_main_special_fire_mouth_minor_primary
wh3_main_combi	wh3_main_combi_region_itza	primary	wh2_main_special_itza_primary
wh3_main_combi	wh3_main_combi_region_tlaxtlan	secondary	wh2_main_special_tlaxtlan_secondary
wh3_main_combi	wh3_main_combi_region_oreons_camp	secondary	wh2_main_oreons_camp_secondary
wh3_main_chaos	wh3_main_chaos_region_the_tower_of_gorgoth	primary	wh3_main_special_tower_of_gorgoth_primary
wh3_main_combi	wh3_main_combi_region_khymerica_spire	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_parravon	secondary	wh2_main_special_parravon_secondary
wh3_main_combi	wh3_main_combi_region_qiang	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_deaths_head_monoliths	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_cuexotl	primary	wh3_dlc26_special_cuexotl_primary
wh3_main_combi	wh3_main_combi_region_gorssel	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_shang_wu	primary	wh3_cp1_human_major_primary_shang_wu
wh3_main_chaos	wh3_dlc23_chaos_region_desolation_of_drakenmoor	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_altar_of_spawns	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_wurtbad	secondary	wh_main_human_major_secondary_wine
wh3_main_combi	wh3_main_combi_region_foundry_of_bones	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_shattered_stone_bay	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_bhagar	secondary	wh2_dlc09_special_bhagar_secondary
wh3_main_chaos	wh3_main_chaos_region_mines_of_nan_yang	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_blood_hall	secondary	wh_main_human_major_secondary
wh3_main_chaos	wh3_main_chaos_region_karak_vrag	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_fortress_of_the_damned	primary	wh3_dlc20_special_fortress_of_the_damned_major_primary
wh3_main_combi	wh3_main_combi_region_grunburg	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_wurtbad	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_the_godless_crater	secondary	wh3_dlc20_special_godless_crater_secondary
wh3_main_chaos	wh3_main_chaos_region_zhanshi	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_macu_peaks	secondary	wh_main_human_minor_secondary_marble
wh3_main_combi	wh3_main_combi_region_mount_arachnos	primary	wh2_dlc15_special_mount_arachnos_primary
wh3_main_chaos	wh3_main_chaos_region_the_red_abyss	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_high_sentinel	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_bilbali	secondary	wh_main_human_major_secondary_wine
wh3_main_combi	wh3_main_combi_region_khazid_irkulaz	secondary	wh3_dlc27_special_secondary_khazid_irkulaz
wh3_main_combi	wh3_main_combi_region_massif_orcal	secondary	wh_main_special_massif_orca_secondary
wh3_main_combi	wh3_main_combi_region_xing_po	secondary	wh3_main_special_xing_po_secondary_gems
wh3_main_combi	wh3_main_combi_region_dragon_gate	secondary	wh3_main_cth_bastion_secondary
wh3_main_combi	wh3_main_combi_region_fuming_serpent	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_dagraks_end	primary	wh3_dlc20_chaos_dark_fortress_primary
wh3_main_chaos	wh3_main_chaos_region_the_bleeding_spire	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_bridge_of_heaven	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_graeling_moot	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_shagrath	port	wh_main_port
wh3_main_combi	wh3_dlc23_combi_region_fort_dorznye_vort	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_ice_rock_gorge	secondary	wh3_dlc27_special_secondary_ice_rock_gorge
wh3_main_combi	wh3_main_combi_region_nagrar	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_vauls_anvil_loren	primary	wh_main_special_vauls_anvil_primary
wh3_main_combi	wh3_main_combi_region_the_tower_of_torment	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_dlc20_chaos_region_black_pit	secondary	wh_main_human_major_secondary
wh3_main_combi	wh3_main_combi_region_temple_of_elemental_winds	secondary	wh3_dlc25_special_temple_of_elemental_winds
wh3_main_chaos	wh3_main_chaos_region_fort_ostrosk	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_hoteks_column	primary	wh3_main_special_hoteks_column_primary
wh3_main_combi	wh3_main_combi_region_sudenburg	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_crookback_mountain	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_the_silvered_tower_of_sorcerers	primary	wh3_dlc20_special_the_silvered_tower_of_sorcerers_major_primary
wh3_main_combi	wh3_main_combi_region_evershale	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_tralinia	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_the_fetid_catacombs	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_gorger_rock	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_shattered_cove	secondary	wh_main_human_minor_secondary_timber
wh3_main_chaos	wh3_dlc20_chaos_region_chantillon	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_the_falls_of_doom	secondary	wh_main_human_minor_secondary
wh3_main_prologue	wh3_prologue_region_the_maze_keep_mansion_of_eyes	secondary	wh3_main_prologue_minor_secondary
wh3_main_combi	wh3_main_combi_region_whitefire_tor	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_the_pillars_of_grungni	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_infernius	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_valayas_sorrow	secondary	wh3_cp1_human_minor_secondary_valayas_sorrow
wh3_main_combi	wh3_main_combi_region_shrine_of_ladrielle	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_great_hall_of_greasus	primary	wh3_dlc26_special_great_hall_of_greasus_major_primary
wh3_main_chaos	wh3_dlc23_chaos_region_gash_kadrak	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_sunken_khernarch	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_dragon_fang_mount	secondary	wh3_main_chaos_region_dragon_fang_mount_special_secondary_medicine_roc_only
wh3_main_combi	wh3_main_combi_region_magritta	primary	wh_main_special_magritta_primary
wh3_main_combi	wh3_main_combi_region_skeggi	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_dragons_crossroad	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_dlc23_chaos_region_the_haunted_forest	secondary	wh_main_human_major_secondary
wh3_main_chaos	wh3_dlc20_chaos_region_tancred_castle	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_pillar_of_skulls	secondary	wh3_main_human_minor_secondary_ivory
wh3_main_chaos	wh3_main_chaos_region_fortress_of_eyes	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_icespewer	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_quetza	secondary	wh2_main_special_quetza_secondary
wh3_main_combi	wh3_main_combi_region_zhanshi	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_village_of_the_moon	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_slavers_point	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_fire_mouth	secondary	wh3_main_special_fire_mouth_secondary_furs
wh3_main_chaos	wh3_main_chaos_region_mount_thug	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_vulture_mountain	secondary	wh3_dlc27_special_secondary_vulture_mountain
wh3_main_chaos	wh3_main_chaos_region_eagle_eyries	secondary	wh2_main_human_minor_secondary_animals
wh3_main_combi	wh3_main_combi_region_iron_storm	secondary	wh3_dlc23_special_iron_storm_secondary
wh3_main_combi	wh3_main_combi_region_averheim	secondary	wh_main_human_major_secondary
wh3_main_chaos	wh3_main_chaos_region_bechafen	secondary	wh_main_human_major_secondary
wh3_main_combi	wh3_main_combi_region_monolith_of_borkill_the_bloody_handed	primary	wh3_dlc20_special_bjornlings_gathering_major_primary
wh3_main_combi	wh3_main_combi_region_tribeslaughter	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_the_blighted_grove	secondary	wh_main_human_minor_secondary_timber
wh3_main_chaos	wh3_main_chaos_region_castle_drachenfels	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_dlc20_chaos_region_chantillon	secondary	wh_main_human_minor_secondary_timber
wh3_main_combi	wh3_main_combi_region_southern_outpost	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_the_sunken_sewers	secondary	wh3_main_special_the_sunken_sewers_secondary
wh3_main_chaos	wh3_dlc23_chaos_region_the_haunted_forest	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_mangrove_coast	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_karak_dum	primary	wh3_dlc20_special_karak_dum_major_primary
wh3_main_combi	wh3_main_combi_region_the_silvered_tower_of_sorcerers	secondary	wh3_dlc20_special_the_silvered_tower_of_sorcerers_secondary
wh3_main_chaos	wh3_main_chaos_region_howling_rock	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_grotrilexs_glare_lighthouse	primary	wh3_main_special_grotrilexs_glare_lighthouse_primary
wh3_main_combi	wh3_main_combi_region_antoch	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_floating_mountain	secondary	wh3_main_chaos_region_floating_mountain_special_secondary_marble_roc_only
wh3_main_combi	wh3_main_combi_region_gryphon_wood	secondary	wh2_dlc16_gryphon_wood_secondary
wh3_main_chaos	wh3_main_chaos_region_shang_yang	primary	wh3_main_special_shang_yang_major_primary
wh3_main_combi	wh3_main_combi_region_tyrant_peak	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_grotrilexs_glare_lighthouse	secondary	wh3_dlc27_special_secondary_grotrilexs_glare_lighthouse
wh3_main_combi	wh3_main_combi_region_karak_vlag	secondary	wh3_dlc20_chaos_fortress_secondary
wh3_main_combi	wh3_main_combi_region_karag_dromar	primary	wh_main_special_karag_dromar_primary
wh3_main_combi	wh3_main_combi_region_har_ganeth	primary	wh2_main_special_har_ganeth_primary
wh3_main_chaos	wh3_main_chaos_region_ubersreik	secondary	wh_main_human_minor_secondary
